,class,text
8759,sarc,"['gee', 'reasoning', 'challenged', 'one', 'shown', 'let', 'see', 'ny', 'slimes', 'article', 'problems', 'liberals', 'have', 'caused', 'children', 'we', 'leap', 'never', 'grow', 'up', 'then', 'the', 'leap', 'to', 'they', 'get', 'guns', 'wonder', 'study', 'studies', 'back', 'up', 'we', 'go', 'male', 'hatred', 'mode', 'via', 'hormones', 'course', 'white', 'kids', 'eh', 'to', 'mention', 'of', 'the', 'republican', 'persuation', 'doubt']"
8760,sarc,"['youre', 'hopeless', 'thing', 'stable', 'website', 'authorized', 'personnel', 'access', 'would', 'considered', 'in', 'laymans', 'terms', 'answer', ':', 'a', 'secure', 'websiteemoticonxbangheademoticonxbanghead', 'already', 'cited', 'section', 'the', 'bill', 'backs', 'statement', 'dont', 'bother', 'trying', 'to', 'refute']"
8761,sarc,"['talk', 'proving', 'youre', 'dedicated', 'evolutionist', 'making', 'yet', 'one', 'massive', 'assumption', 'add', 'to', 'religion', 'evolution', 'about', 'prove', 'absolute', 'statement', 'you', 'boldly', 'making', 'offering', 'proof', 'of', 'hey', 'paulie', ';', 'you', 'really', 'impressed', 'tq', 'so', 'youre', 'well', 'simpletons', 'emoticonxgood']"
8762,sarc,"['personal', 'complaint', 'use', 'smilies', 'thoroughly', 'underwhelming', 'know', 'dude', 'i', 'dont', 'waste', 'time', 'trying', 'picture', 'you', 'are', 'issues', 'to', 'discuss', 'that', 'is', 'lot', 'interesting', 'imagining', 'people', 'forum', 'look', 'like', 'i', 'to', 'spend', 'time', 'trying', 'to', 'picture', 'you', 'i', 'guess', 'i', 'would', 'picture', 'somebody', 'who', 'thinks', 'wayyy', 'much', 'wayyy', 'too', 'little', 'of', 'a', 'reason', 'to', 'and', 'gets', 'easily', 'distracted', 'punctuation', 'i', 'make', 'a', 'suggestion', 'if', 'you', 'cant', 'get', 'anything', 'of', 'post', 'respond', 'quite', 'frankly', 'thats', 'the', 'easiest', 'and', 'sensible', 'thing', 'to', 'do']"
8763,sarc,"['jesus', 'gun', 'toting', 'right', 'winger', 'emoticonxkill', 'leftists', 'oppose', 'armed', 'society', 'follows', 'nazis', 'right', 'everybody', 'packed', 'guns', 'nazi', 'germany', 'correct', 'way', 'evil', 'come', 'one', 'line', 'answer', 'please', 'and', 'quotes', 'from', 'the', 'silly', 'book', 'walking', 'evil', 'archie', 'you', 'are', 'doomed', 'emoticonxangel', 'dogma', 'you', 'archie', 'you', 'are', 'dogmatic', 'gun', 'totin', 'religio-fascist', 'fundamentalist', 'without', 'dogma', 'you', 'crumble', 'pieces', 'the', 'ground']"
8764,sarc,"['retarded', 'ignorant', 'either', 'way', 'get', 'facts', 'right', 'limbaugh', 'savage', 'tv', 'shows', 'want', 'listen', 'to', 'beck', 'they', 'still', 'radio', 'second', 'you', 'imply', 'fox', 'fired', 'beckumm', 'third', 'the', 'glenn', 'beck', 'program', 'the', 'third', 'watched', 'cable', 'news', 'program', 'two', 'fox', 'news', 'programs', 'im', 'not', 'fan', 'the', 'glenn', 'beck', 'tv', 'program', 'least', 'im', 'not', 'going', 'around', 'making', 'stuff']"
8765,sarc,"['course', 'doesnt', 'apply', 'you', 'say', 'the', 'nra', 'gun', 'lobby', 'of', 'course', 'is', 'gon', 'na', 'true', 'right', 'not', 'lobbysts', 'they', 'are', 'not', 'powerful', 'right', 'of', 'course', 'not', 'and', 'guns', 'dont', 'kill', 'and', 'feel', 'less', 'danger', 'of', 'shot', 'in', 'a', 'place', 'everyone', 'packs', 'a', 'gun', 'rather', 'in', 'a', 'place', 'where', 'one', 'btw', 'they', 'executed', 'the', 'sniper', 'terrorised', 'washington', 'dc', 'a', 'years', 'back', 'damn', 'if', 'killed', 'and', 'wounded', 'only', 'packing', 'guns', 'dont', 'kill', 'instead', 'i', 'sure', 'they', 'would', 'been', 'saved', 'guns', 'act', 'a', 'shield', 'right', 'and', 'the', 'sniper', 'he', 'use', 'to', 'kill', 'and', 'terrorise', 'a', 'sling', 'shot', 'emoticonxbye']"
8766,sarc,"['trying', 'become', 'part', 'comic', 'relief', 'trio', 'you', 'lack', 'power', 'to', 'define', 'the', 'situation', 'therefore', 'conclusion', 'false']"
8767,sarc,"['galileo', 'stood', 'vpc', 'the', 'brady', 'campaign', 'believes', 'ban', 'handguns', 'semi-automatic', 'weapons', 'so-called', 'assault', 'weapons', 'think', 'could', 'called', 'anti-gun', 'quite', 'accurately', 'peterv', 'may', 'support', 'gun', 'bans', 'but', 'he', 'certainly', 'seem', 'think', 'gun', 'laws', 'arent', 'tight', 'enough', 'id', 'bet', '50', 'that', 'gun', 'ban', 'proposed', 'galileo', 'would', 'support', 'trying', 'to', 'be', 'smart', 'if', 'im', 'not', 'impressed', 'anyhow', 'makes', 'you', 'think', 'i', 'pack', '247']"
8768,sarc,"['support', 'government', 'run', 'health', 'care', 'program', 'american', 'citizens', 'bring', 'us', 'example', 'of', 'a', 'government', 'run', 'health', 'care', 'program', 'for', 'veterans', 'according', 'article', 'failing', 'to', 'provide', 'adequate', 'care', 'to', 'veterans', 'consequently', 'causing', 'to', 'die', 'you', 'imagine', 'much', 'comfortable', 'the', 'idea', 'of', 'the', 'government', 'getting', 'the', 'private', 'sector', 'health', 'care', 'business', 'bravo', 'antonia', 'emoticonxgood']"
8769,sarc,"['reference', 'shakespeare', 'explain', 'song', 'solomon', 'seems', 'rather', 'convoluted', 'whatever']"
8770,sarc,"['hysterical', 'fit', 'emoticonxconfused', 'sorry', 'dont', 'get', 'excited', 'liberals', ':', 'p']"
8771,sarc,"['defines', 'extreme', 'left', 'begins', 'deny', 'the', 'existence', 'conservative', 'lens', 'view', 'the', 'world', 'a', 'perceptual', 'filter', 'could', 'through', 'anyone', 'left', 'of', 'you', 'becomes', 'a', 'commie', 'ive', 'heard', 'similar', 'said', 'the', 'aclu', 'theyve', 'defended', 'the', 'extreme', 'right', 'court']"
8772,sarc,"['need', 'see', 'actual', 'evidence', 'melting', 'glaciers', 'is', 'something', 'winny', 'didnt', 'see', 'fit', 'to', 'actually', 'post', 'evidence', 'of', 'all', 'liars', 'is', 'make', 'unfounded', 'claims', 'actually', 'proving', 'nothing', 'all', 'mean', 'show', 'land', 'locked', 'country', 'like', 'nepal', 'is', 'going', 'to', 'sink', 'melting', 'glaciers', 'anyway', 'is', 'nepal', 'nepal', 'is', 'india', 'china', '-', 'visitnepalcom', 'is', 'another', 'feel', 'good', 'stunt', 'mooks', 'like', 'winny', 'and', 'jo', 'jump', 'like', 'the', 'lemmings', 'emoticonxic']"
8773,sarc,"['really', 'hate', 'truth', 'dont', 'you', 'lyte', 'youre', 'teacher', 'a', 'scary', 'thought', 'based', 'twisted', 'world', 'view', 'emoticonxdonno', 'video', 'you', 'watch', 'one', 'doesnt', 'tell', 'you', 'lies', 'pointing', 'to', 'a', 'couple', 'examples', '10000', 'emails', 'dont', 'expose', 'the', 'fraud', 'which', 'perpetrated', 'on', 'humanity', 'for', 'a', 'generation', 'youtube', '-', 'john', 'coleman', '-', 'global', 'warming', 'scam', 'heres', 'another', 'video', 'sues', 'al', 'gore', ':', 'youtube', '-', 'al', 'gore', 'sued', 'by', '30000', 'scientists', 'for', 'global', 'warming', 'fraud', 'john', 'coleman']"
8774,sarc,"['quite', 'obvious', 'didnt', 'read', 'responses', 'you', 'call', 'anyone', 'blind', 'believers', 'you', 'think', 'its', 'anywhere', 'the', 'realm', 'of', 'easy', 'to', 'shoot', 'human', '200', 'yards', 'a', 'handgun', 'at', '200', 'yards', 'you', 'probably', 'cant', 'even', 'hit', 'the', 'broad', 'side', 'of', 'a', 'barn']"
8775,sarc,"['ignorant', 'faux', 'patriotism', 'racism', 'nothing', 'undermine', 'fact', 'roosevelt', 'knew', 'left', 'the', 'disgusting', 'spectre', 'authoritarian', 'navy', 'dropout', 'cant', 'bear', 'dealing', 'with', 'the', 'facts', 'the', 'man', 'responsible', '2000', 'dead', 'colleagues', 'do', 'apply', 'the', 'non-logic', 'to', 'smear', 'anyone', 'who', 'states', 'bush', 'knew', 'were', 'wmd', 'iraq', 'is', 'favourite', 'presidents', 'who', 'get', 'free', 'pass', 'lying', 'the', 'public', 'war']"
8776,sarc,"['lol', 'cant', 'keep', 'good', 'thing', 'gans', 'love', 'you', 'archie', 'flocked', 'thread', 'utter', 'dismay', 'im', 'sure', 'easy', 'right', 'behind', 'carrying', 'a', 'crucifix', 'to', 'ward', 'the', 'gay', 'and', 'i', 'think', 'it', 'will', 'be', 'overturned', 'and', 'i', 'ecstatic', 'marriage', 'equality', 'extended', 'to', 'nations', 'capitol', 'let', 'freedom', 'ring', 'baby']"
8777,sarc,"['spiritually', 'blind', 'see', 'guys', 'like', 'really', 'rip', 'preacher']"
8778,sarc,"['love', 'vs', 'pepersack', 'dont', 'realize', 'love', 'got', 'gun']"
8779,sarc,"['people', 'the', 'united', 'states', 'order', 'form', 'perfect', 'union', 'establish', 'justice', 'insure', 'domestic', 'tranquility', 'provide', 'the', 'common', 'defence', '[', '1', ']', 'promote', 'the', 'general', 'welfare', 'secure', 'the', 'blessings', 'of', 'liberty', 'to', 'and', 'posterity', 'ordain', 'and', 'establish', 'constitution', 'for', 'the', 'united', 'states', 'of', 'america', 'go', 'easy', 'and', 'archy', 'thats', 'the', 'part', 'matters', 'comes', 'to', 'the', 'purpose', 'for', 'the', 'founding', 'of', 'this', 'country', 'notice', 'that', 'it', 'it', 'based', 'the', 'authority', 'of', 'we', 'the', 'people', 'it', 'doesnt', 'say', 'in', 'the', 'name', 'of', 'jesus', 'perhaps', 'you', 'either', 'of', 'you', 'tell', 'many', 'times', 'god', 'mentioned', 'how', 'many', 'times', 'is', 'jesus', 'mentioned', 'how', 'many', 'times', 'is', 'religion', 'mentioned', 'you', 'failed', 'the', 'first', 'test', 'can', 'you', 'do', 'better', 'at', 'the', 'second']"
8780,sarc,"['saying', 'country', 'based', 'principles', 'judaism', 'that', 'is', 'date', 'dummy', 'is', 'a', 'founding', 'principle', 'it', 'dates', 'done', 'lord', 'could', 'mohamed', 'you', 'know', 'except', 'that', 'it', 'was', 'standard', 'for', 'dates', 'christian', 'principles', 'so', 'least', 'you', 'admit', 'that', 'you', 'cant', 'give', 'a', 'single', 'location', 'and', 'that', 'you', 'cant', 'even', 'tell', 'how', 'many', 'times', 'god', 'jesus', 'and', 'religion', 'are', 'mentioned']"
8781,sarc,"['[', 'quoteiangb', ';', '386379', ']', 'actually', 'talking', 'contradicting', 'significance', 'the', 'dc', 'stats', 'contrary', 'agenda', 'you', 'would', 'rather', 'veer', 'elsewhere', '[', 'quote', ']', 'dc', 'stats', 'board', 'you', 'are', 'unstable', 'enough', 'to', 'need', 'medication', 'is', 'drugs', 'got', 'you', 'this', 'way', 'you', 'bad', 'shape', 'buddy', 'emoticonxgood', 'mumbo', 'jumbo', 'another', 'gives', 'big', 'ra', 'kind', 'of', 'moment', 'no', 'teaching', 'moment', 'available', 'meanwhile', 'back', 'in', 'massachussetts', '[', 'sic', ']', 'as', 'the', 'loser', 'campaign', 'spells', 'it', 'scott', 'brown', 'r', 'wipes', 'the', 'democrats', 'seizes', 'the', 'senate', 'seat', 'putting', 'the', 'fear', 'of', 'g-d', 'in', 'the', 'current', 'resident', 'of', 'the', 'wh', 'and', 'the', 'democratic', 'party', 'are', 'finally', 'getting', 'that', 'change', 'besides', 'two', 'record', 'setting', 'years', 'of', 'firearm', 'and', 'ammo', 'sales', 'courtesy', 'of', 'the', 'current', 'administration', ':', 'emoticonxhoho', 'and', 'still', 'crime', 'rates', 'continued', 'to', 'fall']"
8782,sarc,"['gives', 'evidence', 'soever', 'counter', 'claim', 'statements', 'made', 'instead', 'lashing', 'like', 'self', 'loathing', 'playground', 'bully', 'actually', 'try', 'he', 'resisting', 'holy', 'spirit', 'he', 'is', 'debating', 'scripture', 'open', 'minded', 'manner', 'perhaps', 'seeking', 'to', 'find', 'truth', 'fallacy', 'see', 'the', 'heavy', 'account', 'of', 'personal', 'faith', 'in', 'believing', 'no', 'you', 'wouldnt', 'dare', 'to', 'think', 'would', 'you', 'youd', 'rather', 'scream', 'im', 'right', 'like', 'ranting', 'child', 'a', 'tantrum', 'than', 'debate', 'in', 'a', 'methodical', 'manner', 'you', 'really', 'bring', 'out', 'the', 'worst', 'in', 'people', 'mr', 'saint']"
8783,sarc,"['wouldnt', 'think', 'arrange', 'i', 'mean', 'im', 'asking', 'anything', 'personal', 'appearance', 'something', 'allegedly', 'granted', 'numerous', 'times', 'bible', 'call', 'thomas']"
8784,sarc,"['funny', 'previously', 'plentiful', 'miracles', 'burning', 'bushes', 'personal', 'appearances', 'dropped', 'suddenly', '2000+', 'years', 'ago', 'innit', 'enquiring', 'minds', 'want', 'know', 'non-enquiring', 'minds', 'dont', 'want', 'to', 'enquire']"
8785,sarc,"['irrelevant', 'common', 'people', 'werent', 'blessed', 'gods', 'son', 'revenge', ':', 'definition', 'synonyms', 'answerscom', 'trv', '-venged', '-venging', '-venges', '1', 'inflict', 'punishment', 'return', 'injury', 'insult', '2', 'to', 'seek', 'or', 'take', 'vengeance', 'for', 'oneself', 'or', 'another', 'person', ';', 'avenge', 'n', '1', 'the', 'act', 'taking', 'vengeance', 'for', 'injuries', 'or', 'wrongs', ';', 'retaliation', '2', 'something', 'done', 'in', 'vengeance', ';', 'retaliatory', 'measure', '3', 'a', 'desire', 'for', 'revenge', ';', 'spite', 'or', 'vindictiveness', '4', 'opportunity', 'to', 'retaliate', 'a', 'return', 'sports', 'match', 'a', 'defeat', 'tell', 'simone', 'exactly', 'using', 'force', 'to', 'defend', 'oneself', 'qualify', 'as', 'revenge', 'revenge', 'tracking', 'the', 'person', 'that', 'wronged', 'cutting', 'throat', 'theyre', 'their', 'vulnerable', 'revenge', 'isnt', 'killing', 'attacker', 'youre', 'in', 'fear', 'of', 'your', 'life']"
8786,sarc,"['lot', 'muslim', 'women', 'wear', 'hijab', 'of', 'sort', 'another', 'born', 'west', 'dont', 'know', 'who', 'wear', 'the', 'burqa', 'pretty', 'rare', 'exactly', 'suggesting', 'go', 'back', 'last', 'i', 'checked', 'wasnt', 'a', 'lot', 'of', 'sand', 'in', 'blackburn', 'or', 'birmingham']"
8787,sarc,"['thinking', 'thing', 'ive', 'yet', 'meet', 'homosexual', 'didnt', 'play', 'the', 'perpetual', 'victim', 'card', 'he', 'advertises', 'sexuality', 'red', 'neck', 'hater', 'remodels', 'his', 'car', 'oh', 'wait', 'hes', 'law', 'school', 'what', 'better', 'way', 'to', 'build', 'a', 'career', 'a', 'liar', 'er', 'i', 'mean', 'a', 'lawyer', 'emoticonxrolleyes']"
8788,sarc,"['showing', 'ability', 'bold', 'your', 'false', 'irrelevant', 'claims', 'accomplished', 'date', 'the', 'nt', 'books', 'written', 'importance', 'could', 'given', 'to', 'guesses', 'still', 'existed', 'or', 'if', 'early', 'christians', 'could', 'refrained', 'changing', 'the', 'word', 'god', 'sorry', 'current', 'christians', 'also', 'unfair', 'to', 'blame', 'the', 'early', 'ones']"
8789,sarc,"['would', 'think', 'absurd', 'concept', 'corporations', 'dont', 'cast', 'vote', 'an', 'election', 'why', 'a', 'corporation', 'a', 'mind', 'may', 'look', 'its', 'interests', 'in', 'its', 'attempts', 'to', 'influence', 'legislation', 'it', 'permits', 'individuals', 'to', 'overcome', 'finance', 'laws', 'exercise', 'greater', 'influence', 'normally', 'permitted', 'an', 'individual', 'car', 'have', 'rights', 'you', 'pay', 'a', 'tax', 'for', 'it', 'your', 'house', 'pay', 'a', 'tax', 'for', 'that', 'also', 'every', 'year']"
8790,sarc,"['maybe', 'teachers', 'get', 'fat', 'arses', 'help', 'caretakers', 'make', 'the', 'school', 'safe', 'the', 'children', 'you', 'stay', 'home', 'and', 'laugh', 'at', 'the', 'mugs', 'work', 'for', 'living', 'public', 'sector', 'shirkers', 'like']"
8791,sarc,"['exactly', 'use', 'example', 'display', 'feminists', 'bad', 'mothers', 'sarah', 'effing', 'palinof', 'peopleyou', 'pick', 'worst', 'mother', 'even', 'feminist', 'she', 'seems', 'far', 'stupid', 'edit', ':', 'a', 'woman', 'is', 'serious', 'career', 'doesnt', 'mean', 'shes', 'a', 'feminist']"
8792,sarc,"['oh', 'keeps', '6', 'eight', 'or', 'matter', 'having', 'crossed', 'bandoleers', 'across', 'chest', 'suspect', 'kalifornia', 'law', 'changed', 'bunch', 'one', 'the', 'pipe', 'will', 'be', 'in', 'vogue', 'well', 'as', 'a', 'loaded', 'mag', 'in', 'the', 'gun', 'for', 'utility', 'sake', 'you', 'wouldnt', 'want', 'the', 'perp', 'be', 'disadvantaged', 'much', 'would', 'you', 'many', 'shots', 'must', 'one', 'allow', 'the', 'perp', 'you', 'fire', 'back']"
8793,sarc,"['evidenced', 'prophecy', 'could', 'made', 'by', 'blind', 'orangutan', 'good', 'thing', 'theres', 'evidence', 'increasing', 'frequency', 'guessemoticonxbouncer', 'arent', 'quakes', 'more', 'and', 'more', 'widespread', 'across', 'the', 'face', 'of', 'the', 'earth']"
8794,sarc,"['liberals', 'really', 'much', 'smarter', 'come', 'political', 'agendas', 'nothing', 'ruin', 'country', 'all', 'look', 'obama', 'hes', 'liberal', 'hes', 'sunk', 'nation', 'deeper', 'debt', 'than', 'weve', 'ever', 'our', 'entire', 'existence', 'doesnt', 'seem', 'understand', 'that', 'cant', 'spend', 'way', 'a', 'recession', 'the', 'way', 'out', 'to', 'save', 'money', 'and', 'quit', 'buying', 'every', 'damn', 'thing', 'that', 'comes', 'around']"
8795,sarc,"['werent', 'interested', 'remember', 'god', 'punishes', 'children', 'member', 'right', 'club', 'your', 'god', 'sounds', 'more', 'like', 'a', 'monster', 'every', 'time', 'mention', 'like', 'archie', 'wrong', 'assume', 'you', 'a', 'bigot', 'youre', 'a', 'xenophobe']"
8796,sarc,"['havent', 'opened', 'gun', 'case', 'months', 'i', 'open', 'every', 'day', 'checktwice', 'a', 'week', 'a', 'weekin', 'event', 'would', 'reportedand', 'cops', 'would', 'know', 'doubt', 'say', 'surrre', 'they', 'stolen']"
8797,sarc,"['shouldnt', 'hard', 'educated', 'person', 'point', 'heller', 'ruling', 'quite', 'rulings', 'post', 'heller', 'courts', 'let', 'restrictions', 'stand']"
8798,sarc,"['necessary', 'break', 'away', 'like', 'to', 'assume', 'powers', 'the', 'state', 'governments', 'guaranteed', 'republican', 'form', 'of', 'government', 'assume', 'of', 'states', 'reserved', 'powers', 'instance', 'the', 'xvii', 'th', 'amendment', 'changed', 'the', 'way', 'sin-ators', 'chosen', 'were', 'intended', 'to', 'ambassadors', 'chosen', 'their', 'elected', 'legislatures', 'of', 'the', 'states', 'and', 'be', 'sent', 'to', 'dc', 'to', 'represent', 'their', 'interests', 'to', 'the', 'foreign', 'country', 'called', 'dc', 'really', 'think', 'slick', 'read', 'constitution', 'and', 'see', 'the', 'powers', 'reserved', 'for', 'the', 'states', 'and', 'the', 'powers', 'denied', 'the', 'states', 'need', 'education', 'doubt', 'the', 'teabaggers', 'of', 'kalifornia', 'be', 'appreciative', 'of', 'your', 'blessing', 'good', 'to', 'know', 'you', 'telepathy', 'powers', 'cause', 'you', 'sure', 'dont', 'know', 'your', 'history', 'dont', 'you', 'send', 'the', 'friend', 'a', 'mental', 'message', 'are', 'quite', 'aware', 'of', 'your', 'powers', 'emoticonxfrazzled']"
8799,sarc,"['sentiments', 'belong', 'right', 'enraged', 'health', 'reform', 'man', 'threatens', 'kill', 'murray', 'reminded', 'let', 'without', 'sin', 'cast', 'first', 'stone', 'simone', 'ever', 'wished', 'one', 'of', 'us', 'dead', 'maybe', 'congressman', 'a', 'senator', 'about', 'president', 'bush', 'or', 'vp', 'chaney', 'experienced', 'of', 'bradys', 'vitriol', 'tirades', 'i', 'think', 'know', 'the', 'answer', 'to', 'one', 'the', 'difference', 'is', 'that', 'you', 'didnt', 'get', 'caught', 'emoticonxsmilie']"
8800,sarc,"['answer', 'question', 'er', 'gave', 'rebuttal', 'statement', 'disagree', 'incapable', 'giving', 'a', 'reason', 'i', 'gave', 'you', 'reasons', 'you', 'asked', 'preventing', 'you', 'the', 'you', 'quite', 'insistent', 'that', 'responses', 'substantial', 'i', 'disagree', 'i', 'misunderstand', 'you', 'didnt', 'intend', 'that', 'to', 'apply', 'to', 'you', 'your', 'never', 'going', 'to', 'get', 'better', 'you', 'dont', 'try', 'you', 'made', 'better', 'moves', 'recently', 'but', 'you', 'get', 'lazy', 'and', 'confident']"
8801,sarc,"['yeah', 'archie', 'dont', 'know', 'i', 'thinking', 'could', 'i', 'form', 'opinion', 'deeds', 'easy', '6', 'years', 'of', 'interacting', 'the', 'two', 'of', 'you', 'and', 'watching', 'the', 'abuse', 'and', 'vile', 'you', 'spew', 'on', 'everyone', 'doesnt', 'agree', 'with', 'hate', 'filled', 'rhetoric', 'sorry', 'about', 'i', 'must', 'thinking', 'of', 'two', 'ignorant', 'insulting', 'xxxxxxxs']"
8802,sarc,"['1', 'hearsay', '2', 'child', 'american', 'born', '3', 'say', 'going', 'to', 'serial', 'killer', 'still', 'trying', 'to', 'recognize', 'intelligence', 'it', 'is', 'harder', 'to', 'find', 'the', 'womds', 'talking', 'mass', 'murderers', 'was', 'dubya', 'foreign', 'born']"
8803,sarc,"['oh', 'man', 'going', 'vote', '2nd', 'coming', 'christ', 'is', 'near']"
8804,sarc,"['attempted', 'suicide', 'twice', 'speech', 'i', 'therefore', 'weak', 'nato', 'moral', 'character', 'weak', 'even', 'though', 'i', 'joined', 'navy', 'clairvoyance', 'dedication', 'serve', 'and', 'give', 'my', 'life', 'bad', 'argument', 'sway', 'the', 'defense', 'of', 'bigotry', 'and', 'venom', 'spewed', 'already', 'fighting', 'losing', 'battle', 'with', 'the', 'demons', 'unleashed', 'upon', 'minds', 'society', 'because', 'their', 'told', 'their', 'sick', 'because', 'are', 'not', 'told', 'every', 'sunday', 'their', 'going', 'to', 'hell', 'because', 'they', 'love', 'someone', 'their', 'not', 'killing', 'because', 'their', 'not', 'kicked', 'of', 'their', 'homes', 'harassed', 'at', 'school', 'a', 'sinking', 'feeling', 'every', 'time', 'they', 'step', 'a', 'chapel', 'a', 'locker', 'room', 'get', 'a', 'clue', 'nato']"
8805,sarc,"['course', 'reads', 'shall', 'not', 'infringed', 'exactly', 'is', 'confusing', 'that', 'even', 'child', 'understand', 'that']"
8806,sarc,"['volcanic', 'eruptions', 'occuring', 'earth', 'longbillions', 'years', 'have', 'been', 'spilling', 'oil', 'and', 'spitting', 'smoke', 'and', 'toxins', 'atmosphere', 'for', 'what160', 'years', 'one', 'think', 'done', 'damage', 'the', 'planet', 'volcanic', 'eruptions', 'natural', 'part', 'of', 'the', 'earths', 'geological', 'activity', 'dumping', 'millions', 'of', 'gallons', 'of', 'oil', 'into', 'the', 'ocean', 'ever', 'increasing', 'do', 'you', 'chance', 'have', 'scientific', 'data', 'to', 'back', 'the', 'claim', 'earthquakes', 'are', 'growing', 'size', 'and', 'frequency', 'earthquakes', 'have', 'likely', 'been', 'occuring', 'for', 'whatbillions', 'of', 'years', 'strange', 'that', 'im', 'able', 'to', 'sit', 'and', 'exist', 'terrible', 'earthquakes', 'of', 'ever', 'increasing', 'strength', 'that', 'do', 'agree', 'with', 'even', 'simone', 'know', 'better', 'to', 'talk', 'science', 'in', 'a', 'forum', 'populated', 'by', 'religious', 'people', 'the', 'religious', 'people', 'are', 'only', 'likely', 'to', 'get', 'confused']"
8807,sarc,"['responce', 'simone', 'post', 'explained', 'point', 'my', 'post', 'irrelevant', 'you', 'accused', 'running', 'away', 'you', 'cant', 'even', 'remember', 'post', 'you', 'deliberately', 'avoiding', 'admitting', 'your', 'mistake', 'you', 'say', 'you', 'make', 'me', 'look', 'stupid', 'many', 'posts', 'are', 'you', 'going', 'to', 'confirm', 'your', 'dishonesty', 'point', 'out', 'your', 'lies', 'you', 'cry', 'ad', 'hominem', 'joke', 'yo', 'udid', 'thing', 'a', 'previous', 'thread', 'and', 'your', 'friends', 'accused', 'me', 'of', 'picking', 'you', 'a', 'poster', 'that', 'you', 'flagged', 'someone', 'to', 'aspire', 'to', 'has', 'outrightly', 'told', 'you', 'that', 'you', 'are', 'wrong', 'and', 'apologise', 'and', 'you', 'still', 'not', 'admit', 'that', 'your', 'are', 'wrong', 'i', 'dont', 'think', 'you', 'realise', 'how', 'bad', 'you', 'are', 'making', 'yourself', 'look', 'looks', 'like', 'even', 'your', 'friends', 'abandoned', 'youemoticonxchicken']"
8808,sarc,"['carrying', 'guns', 'became', 'legal', 'police', 'could', 'longer', 'arrest', 'people', 'carrying', 'guns', 'illegally', 'emoticonxrolleyes', 'really', 'suppose', 'youd', 'happier', 'if', 'bad', 'guys', 'armed', 'would', 'make', 'easier', 'identify']"
8809,sarc,"['disagree', 'zardoz', 'true', 'christians', 'profess', 'faith', 'bear', 'false', 'witness', 'true', 'christians', 'are', 'those', 'who', 'are', 'ignorant', 'vain', 'boastful', 'insulting', 'liarsinteresting']"
8810,sarc,"['get', 'saying', 'kind', 'tripe', 'somebodythat', 'kind', 'of', 'insane', 'comment', 'typical', 'of', 'far', 'left', 'loons', 'like', 'you', 'lie', 'living', 'dont', 'common', 'sense', 'of', 'a', 'fence', 'postand', 'that', 'goes', 'for', 'jo', 'bennett', 'hes', 'agreeing', 'youcretins']"
8811,sarc,"['rather', 'address', 'points', 'slightest', 'manner', 'response', 'consists', 'entirely', 'think', 'im', 'surprised', 'somehow', 'think', 'im', 'the', 'one', 'defeated', 'your', '``', 'understanding', ""''"", 'of', 'logic', 'nobodys', 'surprised']"
8812,sarc,"['speaking', 'ignorance', 'eh', 'sp', 'chance', 'ever', 'read', '2000', 'census', 'form', 'did', 'you', 'happen', 'see', 'the', 'category', '``', 'unmarried', 'partner', ""''"", 'didnt', 'think', 'go', 'eat', 'crow', 'emoticonxhoho', 'http', ':', 'wwwcensusgovpopulationwww0samesexhtml']"
8813,sarc,"['oh', 'ez', 'god', 'wants', 'see', 'hewell', 'good', 'access', 'to', 'god', 'going', 'to', 'get', 'earful', 'me', 'people', 'have', 'screwed', 'world']"
8814,sarc,"['said', 'you', 'saw', 'standing', 'aside', 'whilst', 'someone', 'murdered', 'another', 'cowardly', ':', ':sigh', ':', ':let', 'simplify', 'you', 'you', 'kill', 'someone', 'prevent', 'murder']"
8815,sarc,"['ever', 'hear', 'artificial', 'ensemination', 'heteros', 'think', 'is', 'one', 'way', 'produce', 'children', 'find', 'hetero', 'sex', 'disturbingand', 'unnatural', 'lifestyle', 'choice']"
8816,sarc,"['interesting', 'ever', 'schoolyard', 'recently', 'think', '``', 'taunts', ""''"", 'directed', 'gays', 'like', '``', 'fggot', ""''"", '``', 'fairy', ""''"", 'taunts', 'you', 'get', 'a', 'daily', 'basis', 'what', 'called', 'on', 'negativity', 'towards', 'the', 'rights', 'a', 'minority', 'boo', 'hoo']"
8817,sarc,"['stereotypical', 'view', 'is', 'supposed', 'represent', '``', 'truth', ""''"", 'lmao', 'b', 'and', 'mean', 'that', '``', 'lovingly', ""''"", 'im', 'friggin', 'married', '10', 'years', 'i', 'dont', 'accept', '``', 'gay', 'sex', 'proposals', ""''"", 'unless', 'husband', 'and', 'aint', '``', 'white', ""''"", 'i', 'my', 'flings', 'yalland', 'yall', 'aint', 'right', 'i', 'moved', 'and', 'learn', 'to', 'use', 'english', '``', 'correctly', ""''"", 'remedial', 'english', 'course', 'is', 'recommended', 'and', 'i', 'never', 'lived', 'sodom', 'im', 'a', 'houstonian', 'b']"
8818,sarc,"['read', 'youre', 'type', 'waits', 'say', 'next', 'piece', 'never', 'attempts', 'to', 'listen', 'to', 'others']"
8819,sarc,"['mean', 'you', 'dont', 'think', 'you', 'made-up', 'religion', 'interesting', 'you', 'really', 'think', 'youre', 'fooling', 'god', 'us', 'or', 'even']"
