,class,text
441,notsarc,"Well, I suppose that the reply it took me almost 5 minutes to type, a couple more to check and a couple to correct will not suffice now."
442,notsarc,"Notice that even in this version there are elipses just before the quote in question. My bet is if we were to actually refer to this 44 years old book, Simpson would not be saying what Toxey wants him to say."
443,notsarc,"We know that now, but not because the sun rises every day, because we have identified other evidence that proves heliocentrism.   The hypothesis ""the sun orbits the earth"" predicts it will rise and set every day, the hypothesis ""The earth is rotating"" predicts the same."
444,notsarc,"Well, I would agree that as many constitutional ammendments probably would not have passed, but I certainly don't think they all would not have been passed, and I don't think that Massachusettes allowing same-sex marriage was a bad thing. Constitutional ammendments are difficult to overcome, but no one can ever change a law if people aren't willing to take a stand and fight for it.   Can you tell that I love the quote in Jyoshu's signature?"
445,notsarc,"Oh boy, you said it!   Is the Earth's Magnetic Field Young?"
446,notsarc,And yet the article is about a legal matter.
447,notsarc,"Let's not confuse our readers. supersport is not saying it's evolution; he's saying that ""evolutionists"" say that it's evolution. It should be clear now to the readers that scientists recognized perfectly well that this is an example of plasticity."
448,notsarc,"Well, the claim isn't that they were identical, just that they preceded Jesus and were very similar."
449,notsarc,The question still remains as to whether this is negative intrusion (which is what the libertarians want) or positive intrusion (what the libertarians do not want.) Anyone with half a brain can know that it's intrusion. The matter becomes complicated when one tries to place it in the category of anti-murder laws or theocratic forced religion laws.
450,notsarc,"Three questions:   What country operates under an ""unbridled capitalism"" system?   Can you name any nation that has operated under your idea of socialism successfully?   If the American system of government is so terrible, why do we have one of the highest standards of living on earth?   Just because you think you are entitled to what I earn doesn't make it so. Earn your own."
451,notsarc,"No, there really aren't. As for Robertson, why do you think I said he was right (as in global warming is happening and we are largely responsible) by sheer luck?"
452,notsarc,"Archie, instead of deciding before hand that I'm wrong, read what I'm saying. What trees were growing during this flood? I'm guessing there were no acorns sprouting into oaks during the flood. Therefore, in this flood sediment, we would find no rooted trees. We would find no burrows, and we would find no tracks.   Now we've seen you can't answer my question. Whether this is because you didn't understand it, or didn't want to consider it, I don't know. But there is no global flood sediment which meets the criteria neccessary to demonstrate a global flood."
453,notsarc,I know it's almost as silly as thinking gay marriage will undermine heterosexual marriage.
454,notsarc,"http://www.talkorigins.org/indexcc/CD/CD011.html   Radiocarbon dating has been repeatedly tested, demonstrating its accuracy. It is calibrated by tree-ring data, which gives a nearly exact calendar for more than 11,000 years back. It has also been tested on items for which the age is known through historical records, such as parts of the Dead Sea scrolls and some wood from an Egyptian tomb (MNSU n.d.; Watson 2001). Multiple samples from a single object have been dated independently, yielding consistent results. Radiocarbon dating is also concordant with other dating techniques (e.g., Bard et al. 1990)."
455,notsarc,And science helped Stenger write his book. How can the same subject make a stronger case for both of two completely opposing viewpoints?   another
456,notsarc,Then show the evidence.
457,notsarc,"You did when you talked about someone loving objects, or a mokey, etc."
458,notsarc,"If I am to believe in something even if it's scientific, I should be able to challenge the belief's of the person who's pushing it. If they don't believe in what they're selling, why should I."
459,notsarc,Bonus question:   (Can you spot the grammatical error within the quoted text?)
460,notsarc,Better is worse? See above.
461,notsarc,"yeah, this is clearly the best thread on these forums in probably the past year....give us some more pics"
462,notsarc,"If we were created in God's image, then it would make sense that equally our emotions are a reflection of God's emotions. That our emotions are imperfect versions of his.   Of course I would personally say that when man invented god, they felt the need to give him human characteristics in order to make their invention more understandable. And to assist in the oppression of others by the ever-present threat of an 'angry god who will smite you'. An 'ambivalent god who is above that sort of thing' just isn't as good at convincing people that whatever you say is right."
463,notsarc,It would be a great scientific discovery.
464,notsarc,"You twisted logic strikes again. I realise that if a group of you were to take your guns and rise up against the current administration, you would all be labelled terrorists. This is not evidence that I support the current regime. How you could twist it to seem so is beyond me.   If I were to state that you couldn't take on a fully grown polar bear with just a short pointy stick, would that mean I am supporting the oppressive rule of polar bears? I think you should sit down and carefully think out what you infer from other's arguments before you keep coming out with these ludicrous statements."
465,notsarc,"Right. It was thrown out of schools back in the 1960s, and again in the 1980s when attempts were made to dress creationism up in the jargon of science and call it ""Creation science."""
466,notsarc,"Actually it couldn't be any worse then it is right now. More people historically have died at the hands of religious wars then non-religion. Religion has been used to push extreme political viewpoints, selfishness, racism, destruction of whole cultures, hatred, and ignorance. Wow that's something for you to be proud of eh grizzly6626? Through religion, televangelists have become pimps where cash is more important than integrity. While I haven't seen any atheists with bombs strapped to themselves, we've all see plenty of religious fools blowing themselves up each and every day. And of course we all know how peaceful and charitable The Spanish Inquisition was. I guess it's true, when it comes to religion IGNORANCE is bliss...   BTW - you forgot to mention that hitler was a devout catholic.   Yeah, like I said before, it couldn't be any worse then it is right now"
467,notsarc,You then cite the Wikipedia entry on Spencer:
468,notsarc,Who's this directed at? Me or Ray?
469,notsarc,The process of evolution has no scientifically known teleology and follows no known predestined plan. It does not teach that there cannot be any such things as teleology or forethought. This is where your mistake lies.
470,notsarc,"The quad 50 full automatic anti-aircraft gun is designed to oscillate on it's mount. This is so that the bullets will come out in a pattern. This pattern along with tracer rounds helps the shooter guide the blizzard of bullets at the aircraft. Even this only works at low altitudes. Modern planes typically fly at ~30K feet. That's more than 5 miles high! A perfect bullet, or one that is fired in a vaccum with an initial velocity of 2800 fps will only go ~25k feet before gravity alone will have reduced it's velocity to 0 fps. The odds of hitting something that is moving at ~900 fps at any distance with a bullet traveling at ~2800fps are slim to none. That is why anti-aircraft guns are full auto, not a semiauto or anything that a citizen has access to legally."
471,notsarc,"Yeah, back in the Late 60, because The Black Panther Party was publicly armed, and had publicly advocated Offing the Pigs, our law makers granted the police the law that said it was illegal for anyone to transport any firearm within Ohio. They did it with the understanding that they would not abuse the privilege that was granted for their protection. Well, 40 years went by, and new officers seeing this law on the books started enforcing it. After all, why not, It is the law, and their is no excuse for the law! Period!   Well, Ohioans for Concealed Carry and a bunch of others, decided enough was enough, and contacted Ohio law makers who took it off the books because it wasn't being used, as agreed upon!"
472,notsarc,Then why does the following occur?
473,notsarc,"Just some interesting information I learned when we went caving a couple years ago (a real cave, not one of the commercialized ones). Bats actually have better eyesite than humans, but even they can't see in pitch black. No eye can."
474,notsarc,"I never said anything about a conspiracy Peeling. I very clearly gave valid reasons to Consider that scientific GRANTS and pay increases for these scientists are based on making new and previously undiscovered claims that forward the science. That is the greatest motivation to lie, cheat, create and falsify evidence which adds to the scientists personal wealth and further promotes a false science that is rife with selfish motivations to preserve, protect and promote it."
475,notsarc,"I do not argue so much the quality of llife of an individual woman but more for the quality of life, indeed of having access to life itself, of the children of the woman involved, because in many situations the concern and nurturance of a mother may be the only thing keeping children alive, especially in poor, war-torn nations that do not enjoy the relative wealth of the United States."
476,notsarc,What I find hard to believe is that politicians will place their decision above the right to life of a human person only for political expediency.
477,notsarc,"But your proof didn't claim that God could do anything possible. Maybe only one person could build a computer, maybe one person could make a car, maybe one person could run the mile in under 4 minutes. That doesn't mean that God can do ALL of these things. It means that whoever we define to be the greatest being, we can call him god and thus he exists. Of course this wouldn't be sufficient to Christians as this says that God is probably mortal and has the limits of being a physical being."
478,notsarc,Please define complexity. Please define information. Both definitions should be relevant to biology.
479,notsarc,"You really have flipped over the edge into the desparate area of insanity.   Please Penfold present some STATISTICS to back up your wild accusations. IF you cannot present anything other than the disgraceful 43..... Then shut up   Guns in the hands of law abiding citizens save lives, the statistics back this up from EVERY country EVER to introduce gun control."
480,notsarc,"Didn't supersport openly admit he could not prove his own beliefs in divine creation?   For all his dishonesty, you have to admit he's more honest and forthcoming then Marc or AA have been."
481,notsarc,"And these are psalms, which are just popular prayers rather than the word of God arn't they?   Rather than go with the slightly bizarre 'well you're not King David are you...' type response, I could see it being fairly reasonable that God 'knows' people who are born. He might 'know of' the various individuals who are misscarried, die at birth or are aborted but what exactly does he know in relation to them?   Do our souls have their own personalities completely seperate from our mortal ones that are shaped as much by our souls as genes and experience - or does God 'know' them through the billions of other possible universes, i.e he knows them from somewhere/when they didn't die. But if that counts then that means our souls are spread out over an infinite number of copies of us. If so then surely the threat of Hell is irrelevant, either we are doomed because clearly some version of reality has us being evil (I've seen enough TV shows to know that this is pratically 100% certain.) or the soul is something seperate from us and our actions?"
482,notsarc,"So would you care if abortion were outlawed. If so, what would be bad about allowing a view that places objective value in human life to be the basis for making law?"
483,notsarc,"So let me get this straight - you admit that you are wrong, and you want me to provide documentation to prove this admission correct?   How about we both simply agree that you were wrong and move on."
484,notsarc,"Just like we waited until after society decided how it would view civil rights for blacks?   No one is forcing you to debate the constitutional issues. If you don't wish to, fine; don't. I seriously doubt if anyone would miss your input."
485,notsarc,"No, that's just the pork tacked onto the original bill."
486,notsarc,Because their properties are contradictory.
487,notsarc,You consider the county to be like Rosa Parks???
488,notsarc,"Your stats aren't broken down into meaningful groups, so nothing is learned WRT Muslims."
489,notsarc,"you're looking at evolution in way too much of a magical and mystical way. Evolution doesn't ""know"" anything. It doesn't have any desires... and... i lack the eloquence to briefly state mechanical (and complete lack of desire) aspects of evolution. i suggest you do research as to how there are no conscious thinking elements in evolution.   Science will never be able to disprove any god because of some flaw science happens to point out. The best individuals can do is, when people try to reason that such perfect organs imply a designer, point out that the design isn't all that perfect after all.   If you want to try and debate flaws in design are evidence against a god... well go ahead... but then i'll just know if i'm ever looking for an easy debate victory i'll just try to find you. At the very best all you are doing is showing that the idea that God created all things perfectly probably isn't true... and even then someone can just point out that apparent flaws we see are simply the ineffable will of god."
490,notsarc,That was the past. I'm speaking of now.
491,notsarc,I disagree for the same reasons I have been giving all along. There may be some legislation that was passed that has kept corporations small (Anti-trust) but did it really benefit the society?
492,notsarc,And the answer is: we don't know. Maybe it came from nowhere. Maybe it was created. We don't know.
493,notsarc,"I'll have to apologize here, SoC. I confused you with another poster who also used Christ in his handle. You didn't run from the topic because you weren't the OP of that thread. Sorry about that.   If you'd still like to approach that thread, I'll respond and provide the link, but all readers should be clear that my accusation that SoC scampered away was mistaken, and any willingness to address the arguments would be solely to SoC's credit."
494,notsarc,"Different sort of penetration, so no."
495,notsarc,"Actually, evolution occurs on the level of the population: individuals don't change, but populations do. See the examples above."
496,notsarc,"Because the Iliad and Odyssey do not claim to be divine does not mean they should be placed under a different threshold as the Bible. Otherwise, it's special pleading on your part, and thus logically fallacious.   This is one of many inconsistencies between skeptics in regards to the scrutiny of the Bible. They are unwilling to put the standards they have on the Bible against other books similar in age. If they did, there would not be a single book left standing."
497,notsarc,"I don't have the time nor the funding to put this in video form like Harris and Dawkins. I don't think many, if any, Christians really do - satire about atheism isn't a strong Christian practice, not nearly as strong as atheist satire about Christianity, it seems. Maybe that's what made Poe's Law so notable in the beginning of this thread."
498,notsarc,Not heard that before! made me laugh almost as much as your lettuce eating Tyrannosaur
499,notsarc,"So you're saying that the theory of evolution is similar to ####, in that they both make large messes when they come into contact with fans?"
500,notsarc,"again, please review the definition of an atheist   humor cannot be observed by apparatus that test the physical realm. it is an abstract and intangible quality. so is beauty, artistic ability and pleasure. yet these things exist and are as real to an atheist as it is to a theist. an atheist does not need a devine revelation to appreciate intangible qualities or account for their existence. they can be detected through mental processing, and communicated so that others can agree on the quality and identify it when it is present.   being an atheist does not preclude belief in the existence of intangible and abstract things. it just precludes the belief in god and a spiritual/supernatural realm"
501,notsarc,"It is worse then that they just don't get it. Once you put some civil rights on the ballot nothing is off limits. Freedom of speech, religion, assembly ect.. they are all up to be voted out of existence for an unpopular minority by the majority. They just don't get it."
502,notsarc,"What else would you expect from the people who created a god in their own image?   Your thinking here is right, religion has a long history of being egocentric."
503,notsarc,Another oft-repeated lie.
504,notsarc,"So what we have here is a lie, based on a distortion, which is itself a fallback position from a fallback position from a fallback position from an evidence-free made-up graph about the magnetic age of the earth. And creationists say the truth is constant..."
505,notsarc,"Like the docking simulation, in development there is a pre-existing fitness landscape (the womb). Both processes converge on similar endpoints each time it is run, both process are biased to a few endpoints and both processes reach local optima (e.g. skin cells) after the process id complete.   http://mybroadband.co.za/vb/picture....pictureid=1857   Figure 1: Similarities between development and a docking simulation employing a memetic algorithm.   There are certainly many parallels between our own designed simulated docking runs and the development of life."
506,notsarc,No. You've not understood what I said. I don't know how to make it perfectly clear to you...the reason the skin color vs. homosexuality analogy is not valid is that one is in 100% of the cases studied a result of uncontrollable genetic inheritance and the other is generally not.
507,notsarc,"Just on my way out, saw this, and YES! I have long believed that this is the heart of the matter, and have tried to make this point with little success from time to time.   I have never seen a direct response to this. Ever. Even in threads where the discussion has carried on in detail on both sides, this concept is totally ignored.   There was a similar, brief hiatus leaning towards this point in one of the threads over at IIDB where creationist spammer Afdave is rapidly losing his dignity and proving himself predictably ignorant in all fields of science including the philosophy of same.   It got really interesting for a bit and the guys over there looked to have actually got through to him for a bit, but then he predictably went into full Gish Gallop mode in order to bury his own cognitive dissonances underneath wave upon wave of standard AiG/EvoFairytale strawmen.   Just my two pence; this is a fascinating psychological point that should be discussed."
508,notsarc,"So, you would vote to legislate against it? Ok, now that thats cleared up, why do you consider sex to be so bad? Sex is a healthy part of a relationship or marrige, and i would not go to these lengths to minimize it. Sex has a small risk of ending in pregnancy, and an even smaller risk if using a condom, and even smaller than that if the woman uses a contraceptive. Then, if EVERYTHING fails, there would be abortion in the extreme circumstances that it does result in a pregnancy. I doubt that criminalized abortion will reduce sex. It will only cause suffering and fear for women.   I thought we were out of the dark ages already."
509,notsarc,"I think your idea has merit. However, before I would fully endorse it, I am interested in how you see it being implemented and administered from the standpoint of equal protection under the law."
510,notsarc,"Notice the double-standard here? The homosexual lobby accuses us of harassment, yet they are willing to provide names and addresses of people who oppose their agenda. I can't wait to see the backlash from this one."
511,notsarc,Another strawman.   Explain to me how new information and new features equals to new structures and body parts.   Those links have long been refuted   http://www.creationwiki.org/(Talk.Or...dd_information   http://www.creationwiki.org/(Talk.Or...e_new_features
512,notsarc,So you have a scumbag democrat screeching hate speech and we are supposed to believe its true! Get real baby even you don't believe this unless you have donated a vital organ associated with reasoning.
513,notsarc,"You either did not read my post thoroughly, or are intentional misrepresenting me. Post 250 (which I had actually read before starting this thread) is nothing but DamEtel rambling about homologies between vertebrae embryos. That has absolutely nothing to do with the unexplained homologies that the Denton talks about. Evolution simply cannot, reasonably speaking, account for the homology between your arm and leg, among other examples."
514,notsarc,"Except it's not. It's perfectly acceptable to morally disagree with drinking and smoking (and encourage others not to do it) and still believe others should have the freedom to choose for themselves.   chloe,"
515,notsarc,Pretty good considering Darwin wasn't aware of genetics. Too bad Wells is stuck in 1859. The modern synthesis provides perfectly legitimate mechanisms.
516,notsarc,"The Sun was crucial in the evolution of most life on the planet, but it may not have been the main cause of the very beginning of life. There are hypotheses that energy necessary, chemical catalysts available, Carbon, Nitrogen, Hydrogen, but not Oxygen apart from being part of the Water molecule. There are tectonic activated hot springs and chimneys in the deep sea. There is an availability of Sulfur, heat energy, and the triggering of a Sulphur based metabolism. It was internal energy from up welling and down welling of hot magma which in turn was fuelled by core radioactivity. Some even speculate that the very centre of the core may be pure Uranium.   However, there is no need to debate the Second Law of Thermodynamics. It is a ruse by Magical Creationists who deliberately and in my opinion deceptively make Earth a closed entropy system.   Cuchulainn   PS: Fundies have an obligation to show why the fires of Hell are exempt from the 2nd Law. I already know the answer. Hell is imaginary and imaginary things do not gain entropy."
517,notsarc,"They aren't afraid of that. That a government agency would actually be financially competitive is ridiculous.   The only way it could compete for customers would be by running at an enormous loss or legislating away competition. That's what people are ""afraid"" of, not some idiotic speculation that government is great at business."
518,notsarc,"Actually Electro, do you remember this thread?   Evidence for a flood? Oddly enough it took 20 pages before one of them even tried to argue against the reasons why the flood did not occur."
519,notsarc,"Actually, one can argue that it was a pagan institution long before it was a religious one."
520,notsarc,"Actually, I believe it was a Reagan policy continued by both Bushes."
521,notsarc,"This claim might be true, but do you have any citations about Carl Burgh's fraudulent claims? (ps I note you don't tell everyone else to go look up a book! It's nice to feel special)   I know of this site   http://home.austarnet.com.au/stear/carl_baugh_page.htm   which makes the claim, but I'd be interested to learn more about this alleged fraud"
522,notsarc,"Actually, it's not conjecture. The genetic makeup of the several subspecies of arctic foxes bear it out. The dominant allele is rare because it is less adaptive. The dominant allele is most likely ancestral. But even foxes below the Arctic circle show differences in their fur between summer and winter. So yes, foxes that were able to change color in the north had a differential reproductive advantage over those who couldn't."
523,notsarc,"You can not create the general from the specific, only the specific from the general"
524,notsarc,"I think you fail to take into account that for most opposers of abortion, they genuinely feel they are trying to save lives by their opposition. In many cases it's not a matter of trying control sexual prermissiveness in society but preventing lives from being killed. Disagree or not, you can't separate the anti-abortion message from the fact that it holds to the view that abortion is a form of murder."
525,notsarc,"You not differentiating between the beaver and the beaver dam, the bird and the bird's nest or the man and the man's truck. The dams, nests and truck do not occur naturally...they are constructed by the naturally occuring animals using materials that occur in nature (albeit we have to smelt the iron and vulcanize the rubber whilst the birds and beavers just stick stuff together)."
526,notsarc,Are you saying that given enough time you can come with answers? That's a statement of faith.
527,notsarc,"So, in other words, what you're saying is that the Pope, who just declared that all Christian Churches apart from the RCC to be false churches, including we evangelicals/fundamentalists is a fundie himself ? JPs right Matt, take your meds and do it quickly."
528,notsarc,"That's true, but how much have we actually learned, and how much have we theorized, with an atheist presupposition, the only presupposition currently allowed?"
529,notsarc,"So a free society is one where the goverment does not have tabs on their citizens? How could then the goverment work when it does not know who they actually govern? The foundation of economics is that you have correct data, else it´s the beginning of corruption not freedom.   And since when was there a dichotomy between freedom and socialism?   Further how does the usage of identification ease the rounding up of suspects? Wouldn´t it be rather MORE risk to be rounded up if you couldn´t identify yourself and thus automatically become suspect than be able to and take yourself out of the calculation?"
530,notsarc,"It's NOT any of my business, but when presenting information to the readers at large, such topics need to be ####ing addressed, something militant pro-abortionist seldom want to bring up.   I'm actually happy that you had a good operation and think more should go into ensuring ALL women have the same low risk proceedures when necessary.   We're dealing with health aspects, all, not just selective. And there may even be things I'm not aware about to consider."
531,notsarc,"Congratulations. You are now part of a minority group. Marriage tends to either work or it doesn't. I know, brilliant observation. What I mean is either the couple is together for decades or spend x amount of years being unhappy until the unhappy is more than the baggage of divorce."
532,notsarc,"Because you asked me to quote your lies. I did. Not only can you not find whichever source you claim speaks of birds' infrared vision, you apparently can't find any source that does so. Despite this, you've been whining about how visible and UV camouflage must be moot because of birds IR vision.   And to top it off, rather than admit to your mistaken memory, you're blaming the imaginary source:"
533,notsarc,"Somehow I don't think a high percentage of Ham's ""facts"" are facts."
534,notsarc,"Well, thank you for this thread Santafeur. I must say though that I peruse various threads just to read stuff. The C vs. E topic does not strike a nerve with me.   In fact, I also wonder what it is about the human mind that makes people so desperate to want to know how we came about. What difference does it make? We are here now. Could we possibly just accept that we got here somehow, and just move on?"
535,notsarc,"So redemption is not a possibility? They did their time, paid the penalty, and just want their rights as a citizen returned to them....l"
536,notsarc,You could put the stranger out even if they had nowhere to go and it was freezing cold out.
537,notsarc,"Oh, don't be so hasty Bear in mind that at the scale upon which bacteria operate, molecules are significant physical structures. The bacterial flagellum, for instance, is an outboard motor constructed directly out of proteins, which are in turn directly, physically translated via RNA from DNA sequences. The physical shape of the folded molecular structure of those proteins is what makes the motor work. So there's nothing abstract about the relationship between DNA and the organism's physical form or abilities."
538,notsarc,"Obviously not. If the right to life trumps all other rights, then it follows that the mother's right to life and the child's right to life cancel each other out.   Mind you, if it's her choice then the pro-life movement endorses such heroism, right?"
539,notsarc,"It would be 'an' analogy, but like the language analogy, it has its limitations.   It is interesting to note that creationist computer software developers/programmers cannot seem to agree on the implications of 'mutations' when using such analogies - one such person, C.K. Lester, declared that computer programs can accumulate up to 30% 'random change', just like DNA (hypothetically) can, therefore, the computer analogy is a good one. But programmer R. David Pogge declares that even a single altered bit in a line of computer code a million bits in length would destroy it."
540,notsarc,"Nice try. If America was an Ally to Germany during WWII, to this day you wouldn't forgive US Citizens no matter what excuse they have."
541,notsarc,And my interpretation of my writing is that I didn't mean that. Who has more authority?
542,notsarc,"And what does it matter if they're in the army reserve, or a lawyer, a teacher, a doctor?"
543,notsarc,Got evidence to back that up??   I'm not sure how a stoner's worse than an alcoholic really.   -Wez
544,notsarc,"Just so you know Peach, the 167 death row inmates are now serving life in prison. At least that one who's not guilty might now have a chance to be free."
545,notsarc,17-
546,notsarc,"As I mentioned above, science curriculums follow paths. One's worldview plays heavily on one's interpretation of scientific data. An agnostic, or atheist teaching establishment can become satisfied with one path of scientific theories without searching for others. There may be more to be discovered about thermodynamics, cell structure, irreducible complexity, the decay rate of the earth's magnetic field, radiometric dating, the fossil record, and countless other things that a teaching establishment may not be interested in exploring, if it's comfortable with it's interpretation of current data's indications that the happenstance origins worldview is correct. It goes back to what we touched on before - teaching students HOW to think, not WHAT to think."
547,notsarc,Where were the French on D-Day and the Normandy Invasion when Hitler was burglering their Nation? I don't recall history mentioning a Frenchman around but the Americans were saving their rears once again...
548,notsarc,"Sucide? Isn't that a mental health issue? If you take a gun from a sucidal and depressed person, does that cure depression?   If it does that you have addressed the root cause of sucide.   If it does not than you really have not done anything to cure the fundamental cause of sucide."
549,notsarc,"See my post above, Hi. marc ignores fundamentals of Miller's beliefs that he clearly spells out in trying to push his anti-Miller argument."
550,notsarc,"no, you just live on delusions.   you can't argue the merits of creationism on their own because they don't exist.   Creationism is a fraud regardless of the existance of evolution."
551,notsarc,"I have no idea what this could possibly mean. It makes no sense, semantically or logically. It is so vague as a concept as to be worthless in terms of the pursuit of knowledge."
552,notsarc,"And your analysis is flat out lacking. What everyone else seems to realize is that the reason Obama won is because of FAR higher turnout, many by African American voters. (Who more tend to be ... taa daa! ... Democrats!) There is definitely a considerable discrepancy in Obama supporters and gay marriage supporters. Of that, there can be no doubt.   And your anaysis of the FL situation is completely removed from reality. FL requires a vote of over 60% for an amendment to pass. It wouldn't pass at 59%, let alone 50. So not only do you demonstrate a lack of even knowing what was needed there, it doesn't even fit as an apt comparison."
553,notsarc,There's a distinct difference... so what? No baby at any age can live outside the womb. It still needs care and attention like any other. This difference in age doesn't mean anything.
554,notsarc,"But it has never been claimed that everything developet simultaneously. Probably not.   So back to the original question that you ducked with ad hoc arguments. What is Archaeopteryx. If it is a bird, why does it have a tail, grastalia, teeth, pre-orbital fenestra, and on and on. If it isn't a bird then why does it have feathers, opposable hallux, pneumatic bones, a furcula, and even a small carina in one specimen? How can creationism explain Archaeopteryx?   http://home.houston.rr.com/bybayouu/...graphica_1.jpg"
555,notsarc,"It is horribly oppressive of women, though, to oppose both abortion and contraceptives. That means that women will have no control over their pregnancies at all."
556,notsarc,What other theories? Why mention them if you aren't going to explain them? You are actually on a board of education? I notice there was no mention of telling kids that there are other theories of gravity and that all of them have holes. Evolution is a more secure theory than gravity.
557,notsarc,"So now Wiesmann's barrier is the most important thing to the ToE? Somehow I doubt that biologists agree, but obviously creationists have more authority on the topic of evolution..."
558,notsarc,"So I have the choice between staying safe and then claiming insurance damages, or risking my life to kill a burglar and (likely) cause damage to my own property in the process?   Somehow, I'd rather stay safe. Better to lose my laptop than my life."
559,notsarc,"First, are you not forcing your beliefs on me when you lobby for, enact, and support a law that legalizes an act that I see as murder?   Second, forcing someone to believe as I do is in no way the essence of Christianity. God gives choices (which is another debate) to man. We must simply choose right or wrong. Jesus wants us to influence, not force. Jesus said to His followers in Matthew 5:14-16, ""You are the light of the world. A city on a hill cannot be hidden. Neither do people light a lamp and put it under a bowl. Instead they put it on its stand, and it gives light to everyone in the house. In the same way, let your light shine before men, that they may see your good deeds and praise your Father in heaven."" If I truly believe in Jesus as my Lord and Saviour (and I do), then I must follow His command to influence (not force) the whole world. It doesn't do any good to only preach to the preached."
560,notsarc,"NOt true,   California's ammendments are not doing as well as other states did. You are talking about a very liberal state. If it is decided that marriage is allowed by the courts, then you are talking about taking away rights people have been granted by the courts. I just don't think that will happen in Calf. much too liberal."
561,notsarc,"Fossils are evidence, not theory. They can be used in the construction of any theory, including creationism. Whether this is 'just' or not, is another issue. I point this out as many seem confused about evidence, and think that it just points to something without interpretation"
562,notsarc,"Contraceptives (for example a condom/ the pill) aren't going to last a month effectively. Then there's the fact that contraceptives, given the above data, can still be 99% effective, as it doesn't mention how many pregnancies they've prevented.   What does the writer make of this though? ""According to this, condoms have a high failure rate for pregnancy."""
563,notsarc,This also applies to tapeworms. I fail to see how it is therefore relevent to any debate on abortion.
564,notsarc,"So what standards of proof do you hold the bible to? What allows you to hold it next to other religious or fantastical texts and say ""Yes, this one is definately, without fail, the word of God, and this one is not."""
565,notsarc,"Well, by the strict defintion of the word ""born"", an abortion is considered a premature birth."
566,notsarc,"Well, you will find claims amoung this group that 'If Jews understood their own scriptures, they would accept Jesus as their Lord and Savior', and ""Christians are fullfilled Jews""."
567,notsarc,Because most people are Christian.
568,notsarc,Is there something wrong with choosing to have a cheese sandwich as opposed to peanut butter and jelly? Do you prefer actually having to make personal moral choices or do you need a rigid and inviolable instruction manual to run your life?
569,notsarc,True.
570,notsarc,More likely the criminal will shoot first rather than give the other chap a chance.   There is no real reason for the average citizen to need or have a hand-gun
571,notsarc,"You need to read what people say more thoroughly, and think about it before you respond. When he said ""can"" (and there are not many simpler words than that!) It didn't mean ""will"", ""must"", or ""shall"" be more aggressive. It has been shown that in some cases it ""CAN"" happen. It may not have happened with you. It still might, we don't know. We might even say that it is not likely to happen, but we can't say that it won't, because sometimes some people do behave more aggressively when they have a gun."
572,notsarc,"The Word of God says otherwise.   Romans 1:25-27 - They exchanged the truth of God for a lie, and worshiped and served created things rather than the Creator—who is forever praised...   Because of this, God gave them over to shameful lusts. Even their women exchanged natural relations for unnatural ones. In the same way the men also abandoned natural relations with women and were inflamed with lust for one another. Men committed indecent acts with other men, and received in themselves the due penalty for their perversion.   You've rewritten Biblical Christianity. 2 Timothy 4:3-4 (New International Version) - For the time will come when they will not put up with sound doctrine. Instead, to suit their own desires, they will gather around them a great number of teachers to say what their itching ears want to hear."
573,notsarc,"as far as all observable evidence dictates, the laws of nature are what sustains the universe. there is not one single function of nature that isnt on ""autopilot"" as it were. that is, no function needed to sustain the universe occurs outside of natural law. what's more, nothing that defies natural law (whether universe-sustaining or not) ever occurs in observable reality   I'm glad you responded Nu Leader. this is this issue that really hits the religion/science divide. as it is, God has been gradually and subliminally coralled in the spiritual realm. there is absolutely nothing in the physical and observable world that is a function of God, or a manifestation of supernatural power. in other words, in the realm of the physical, God has no turf. even if God does exist, he does not (and by biblical definition, cannot) physically manifest his being nor the effect of his power   this leaves us with the spiritual realm. this realm, whether it exists or not, does affect people. yet this realm is as elusive and intangible as God himself. the same realm that God is believed to abive and reign in, is said to be the same realm that humans enter only when they die. i have many thoughts about the effects of this spiritual realm on reality, but for now i think its sufficient to say that God is limited to the spiritual realm only"
574,notsarc,Purposefully communicating information as a means to an end... wound healing.
575,notsarc,"See above, yet again"
576,notsarc,"There is just one thing however. The coelacanths found are different from those in the fossil record. Further, ALL evidence pointed to them being extinct, until we found other evidence, and we changed it. And, to top it off, the article says NEARLY extinct, not COMPLETELY. Although, this article was of course written after the coelocanths were re-discovered. Of course, this has absolutely nothing to do with the theory of evolution, which explains the mechanisms responsible for the change of allele frequencies in populations over time."
577,notsarc,"Well, your reasoning is certainly muddled, and it seems to be confused with some sort of twisted socio-political agenda, but I don't think I would characterize your piece a filthy collage. But you can call you stuff what you want."
578,notsarc,just re-emphasizing
579,notsarc,Male
580,notsarc,Like most things theists that statement is based on ignorance.
581,notsarc,"He has a bit more basic information about R.A.T.E. on his webpage.   TO also has a page critiquing R.A.T.E. methodology.   Sorry, I know you're looking for more substantial personal feedback, but this is some good basic information that doesn't rely upon a billion links.   You also might consider asking this question on iidb.org, and maybe Dr. Meert will respond to you personally.   More importantly, let us not get hung up on analyzing the raw empirical data only. For example, if I use a stopwatch to time how long it takes for light to flood the room after I turn on the switch, and I come up with 0.06s, you can't argue with my empirical data: I timed it at 0.06s. The fact that human response time is comparatively lousy and that a stopwatch is awful for extremely short time intervals is more significant that the stopwatch reading itself. This is the primary error that R.A.T.E. makes."
